field_x,value_x,field_y,value_y,n_x,n_y,n_both,decoupling_mass,norm_decoupling
section_name,H&M+,graphical_appearance_name,Dot,366,99,1,463,0.9978448275862069
colour_group_name,Greyish Beige,graphical_appearance_name,Stripe,55,410,1,463,0.9978448275862069
section_name,Mens Outerwear,colour_group_name,Off White,54,412,1,464,0.9978494623655914
section_name,Womens Trend,colour_group_name,Dark Purple,423,43,1,464,0.9978494623655914
section_name,Young Boy,graphical_appearance_name,Melange,91,843,2,930,0.9978540772532188
section_name,Divided Complements Other,colour_group_name,Blue,12,455,1,465,0.9978540772532188
department_name,Denim Other Garments,colour_group_name,White,91,1311,3,1396,0.997855611150822
section_name,Men Shoes,graphical_appearance_name,Solid,17,7935,17,7918,0.9978575929426591
department_name,Baby Toys/Acc,colour_group_name,Blue,13,455,1,466,0.9978586723768736
department_name,Jacket Street,colour_group_name,Blue,13,455,1,466,0.9978586723768736
department_name,Socks Wall,colour_group_name,Dark Grey,67,401,1,466,0.9978586723768736
department_name,Flats,graphical_appearance_name,Stripe,58,410,1,466,0.9978586723768736
product_type_name,Pyjama jumpsuit/playsuit,colour_group_name,Blue,13,455,1,466,0.9978586723768736
department_name,Baby Socks,graphical_appearance_name,Solid,27,7935,17,7928,0.9978602894902454
department_name,Divided+,colour_group_name,Light Blue,101,368,1,467,0.9978632478632479
section_name,Baby Girl,graphical_appearance_name,Stripe,59,410,1,467,0.9978632478632479
colour_group_name,Grey,graphical_appearance_name,Metallic,424,45,1,467,0.9978632478632479
department_name,Jewellery,colour_group_name,Yellow,315,155,1,468,0.997867803837953
department_name,Other items,colour_group_name,Off White,58,412,1,468,0.997867803837953
product_type_name,Bra,graphical_appearance_name,Mesh,446,24,1,468,0.997867803837953
department_name,Divided+,colour_group_name,White,101,1311,3,1406,0.9978708303761533
department_name,Asia Assortment,colour_group_name,Blue,16,455,1,469,0.997872340425532
department_name,Baby Girl Woven,colour_group_name,Blue,16,455,1,469,0.997872340425532
department_name,Jersey fancy,colour_group_name,Green,338,133,1,469,0.997872340425532
department_name,Shopbasket Socks,graphical_appearance_name,Stripe,61,410,1,469,0.997872340425532
product_type_name,Garment Set,colour_group_name,Dark Grey,70,401,1,469,0.997872340425532
product_type_name,Pumps,colour_group_name,Blue,16,455,1,469,0.997872340425532
department_name,Newborn,graphical_appearance_name,Solid,76,7935,17,7977,0.9978734050537903
product_type_name,Trousers,graphical_appearance_name,Dot,1789,99,4,1880,0.9978768577494692
department_name,Divided+,graphical_appearance_name,Melange,101,843,2,940,0.9978768577494692
department_name,Boots,colour_group_name,Greenish Khaki,91,381,1,470,0.9978768577494692
department_name,Knit & Woven,graphical_appearance_name,Stripe,62,410,1,470,0.9978768577494692
department_name,Woven Tops,graphical_appearance_name,Stripe,63,410,1,471,0.9978813559322034
section_name,Ladies H&M Sport,colour_group_name,Light Yellow,362,111,1,471,0.9978813559322034
department_name,Woven Tops,product_type_name,Vest top,63,411,1,472,0.9978858350951374
product_type_name,Skirt,colour_group_name,Other Yellow,456,18,1,472,0.9978858350951374
product_type_name,Jacket,graphical_appearance_name,Contrast,427,47,1,472,0.9978858350951374
section_name,Ladies H&M Sport,colour_group_name,Silver,362,112,1,472,0.9978858350951374
section_name,Divided Projects,graphical_appearance_name,Lace,301,173,1,472,0.9978858350951374
product_type_name,Unknown,section_name,Womens Tailoring,83,866,2,945,0.9978880675818373
department_name,Woven Tops,colour_group_name,Off White,63,412,1,473,0.9978902953586498
product_type_name,Wedge,colour_group_name,Blue,21,455,1,474,0.9978947368421053
product_type_name,Bra,graphical_appearance_name,All over pattern,446,1462,4,1900,0.9978991596638656
colour_group_name,Light Yellow,graphical_appearance_name,Melange,111,843,2,950,0.9978991596638656
department_name,Blazer S&T,colour_group_name,Blue,22,455,1,475,0.9978991596638656
department_name,Jacket Casual,colour_group_name,Blue,22,455,1,475,0.9978991596638656
product_type_name,Jacket,colour_group_name,Purple,427,50,1,475,0.9978991596638656
product_type_name,Shirt,graphical_appearance_name,Metallic,432,45,1,475,0.9978991596638656
product_type_name,Shorts,colour_group_name,Dark Beige,301,177,1,476,0.9979035639412998
product_type_name,Vest top,colour_group_name,Light Turquoise,411,67,1,476,0.9979035639412998
section_name,Mens Outerwear,colour_group_name,Grey,54,424,1,476,0.9979035639412998
colour_group_name,Grey,graphical_appearance_name,Treatment,424,54,1,476,0.9979035639412998
department_name,Trouser S&T,colour_group_name,Blue,24,455,1,477,0.997907949790795
section_name,Kids Girl,graphical_appearance_name,Stripe,69,410,1,477,0.997907949790795
section_name,Divided Collection,colour_group_name,Other Yellow,1421,18,3,1433,0.9979108635097493
product_type_name,Necklace,colour_group_name,White,129,1311,3,1434,0.9979123173277662
department_name,AK Bottoms,colour_group_name,Blue,25,455,1,478,0.9979123173277662
department_name,Suit,colour_group_name,Dark Grey,79,401,1,478,0.9979123173277662
department_name,Bags,colour_group_name,White,131,1311,3,1436,0.9979152189020153
department_name,Loungewear,colour_group_name,White,131,1311,3,1436,0.9979152189020153
department_name,Dresses DS,colour_group_name,Black,20,3826,8,3830,0.9979155810317873
colour_group_name,Light Purple,graphical_appearance_name,Melange,119,843,2,958,0.9979166666666667
product_type_name,Jacket,graphical_appearance_name,Treatment,427,54,1,479,0.9979166666666667
section_name,Baby Boy,colour_group_name,Off White,69,412,1,479,0.9979166666666667
section_name,Kids Girl,colour_group_name,Off White,69,412,1,479,0.9979166666666667
section_name,Ladies H&M Sport,colour_group_name,Light Purple,362,119,1,479,0.9979166666666667
section_name,Divided Selected,graphical_appearance_name,Stripe,71,410,1,479,0.9979166666666667
department_name,Young Girl Denim,colour_group_name,Black,23,3826,8,3833,0.9979172090601406
department_name,Men Sport Woven,colour_group_name,Black,30,3826,8,3840,0.997920997920998
department_name,Ladies Sport Woven,colour_group_name,Blue,27,455,1,480,0.997920997920998
department_name,Other items,colour_group_name,Grey,58,424,1,480,0.997920997920998
department_name,Shopbasket Lingerie,product_type_name,Bra,37,446,1,481,0.9979253112033195
department_name,Jersey/Knitwear Premium,colour_group_name,Dark Grey,83,401,1,482,0.9979296066252588
department_name,Suit jacket,colour_group_name,Off White,73,412,1,483,0.9979338842975206
section_name,"Womens Nightwear, Socks & Tigh",colour_group_name,Other,476,9,1,483,0.9979338842975206
product_type_name,Sneakers,colour_group_name,Black,60,3826,8,3870,0.9979370809695719
product_type_name,Trousers,colour_group_name,Yellow,1789,155,4,1936,0.9979381443298969
department_name,Campaigns,colour_group_name,Blue,32,455,1,485,0.9979423868312757
department_name,Denim Trousers,colour_group_name,Dark Green,234,253,1,485,0.9979423868312757
department_name,Projects Dresses,colour_group_name,Dark Grey,86,401,1,485,0.9979423868312757
product_type_name,Vest top,graphical_appearance_name,Glittering/Metallic,411,76,1,485,0.9979423868312757
section_name,Divided Collection,colour_group_name,Dark Purple,1421,43,3,1458,0.997946611909651
colour_group_name,Green,graphical_appearance_name,Melange,133,843,2,972,0.997946611909651
department_name,Campaigns,product_type_name,Skirt,32,456,1,486,0.997946611909651
department_name,Dresses,colour_group_name,Light Orange,287,201,1,486,0.997946611909651
product_type_name,Earring,colour_group_name,Pink,201,287,1,486,0.997946611909651
colour_group_name,Other Red,graphical_appearance_name,All over pattern,4,1462,3,1460,0.9979494190020506
section_name,Womens Tailoring,colour_group_name,Silver,866,112,2,974,0.9979508196721312
department_name,Jersey Fancy,colour_group_name,Pink,202,287,1,487,0.9979508196721312
department_name,Projects Woven Bottoms,colour_group_name,Blue,34,455,1,487,0.9979508196721312
product_type_name,Bra,colour_group_name,Dark Purple,446,43,1,487,0.9979508196721312
product_type_name,Coat,section_name,Divided Collection,47,1421,3,1462,0.9979522184300341
department_name,Girls Small Acc/Bags,graphical_appearance_name,All over pattern,7,1462,3,1463,0.9979536152796725
department_name,Kids Boy UW/NW,graphical_appearance_name,All over pattern,7,1462,3,1463,0.9979536152796725
colour_group_name,Other Purple,graphical_appearance_name,All over pattern,7,1462,3,1463,0.9979536152796725
department_name,Woven Tops,product_type_name,Jacket,63,427,1,488,0.9979550102249489
department_name,Denim trousers,colour_group_name,Greenish Khaki,109,381,1,488,0.9979550102249489
product_type_name,Vest top,section_name,Men H&M Sport,411,79,1,488,0.9979550102249489
product_type_name,Pyjama bottom,colour_group_name,Blue,35,455,1,488,0.9979550102249489
section_name,Kids Sports,graphical_appearance_name,All over pattern,11,1462,3,1467,0.9979591836734694
department_name,Shirt S&T,colour_group_name,Blue,36,455,1,489,0.9979591836734694
product_type_name,Scarf,graphical_appearance_name,Stripe,81,410,1,489,0.9979591836734694
section_name,Mama,graphical_appearance_name,Lace,318,173,1,489,0.9979591836734694
colour_group_name,Other Green,graphical_appearance_name,All over pattern,12,1462,3,1468,0.9979605710401088
department_name,Baby Toys/Acc,graphical_appearance_name,All over pattern,13,1462,3,1469,0.9979619565217391
section_name,"Kids Accessories, Swimwear & D",graphical_appearance_name,All over pattern,14,1462,3,1470,0.9979633401221996
department_name,Small Accessories,colour_group_name,Off White,80,412,1,490,0.9979633401221996
department_name,Small Accessories Extended,graphical_appearance_name,All over pattern,17,1462,3,1473,0.9979674796747967
department_name,Jewellery Extended,colour_group_name,Grey,69,424,1,491,0.9979674796747967
product_type_name,Underwear Tights,colour_group_name,Dark Grey,92,401,1,491,0.9979674796747967
section_name,Kids Girl,colour_group_name,Grey,69,424,1,491,0.9979674796747967
section_name,Womens Trend,colour_group_name,Light Green,423,70,1,491,0.9979674796747967
colour_group_name,Other Yellow,graphical_appearance_name,All over pattern,18,1462,3,1474,0.997968855788761
department_name,Dresses DS,graphical_appearance_name,All over pattern,20,1462,3,1476,0.9979716024340771
department_name,Trousers & Skirt,colour_group_name,Blue,39,455,1,492,0.9979716024340771
section_name,Special Collections,graphical_appearance_name,All over pattern,21,1462,3,1477,0.9979729729729729
product_type_name,Blazer,section_name,Divided Projects,194,301,1,493,0.9979757085020243
department_name,OL Extended Sizes,product_type_name,Jacket,69,427,1,494,0.997979797979798
department_name,Projects Dresses,graphical_appearance_name,Stripe,86,410,1,494,0.997979797979798
product_type_name,Bra,colour_group_name,Purple,446,50,1,494,0.997979797979798
section_name,Womens Everyday Basics,colour_group_name,Red,371,125,1,494,0.997979797979798
product_type_name,Pumps,graphical_appearance_name,Solid,16,7935,16,7919,0.9979836168872086
department_name,Young Girl Jersey Fancy,product_type_name,Skirt,41,456,1,495,0.9979838709677419
department_name,Projects Jersey & Knitwear,colour_group_name,Blue,42,455,1,495,0.9979838709677419
product_type_name,Jacket,colour_group_name,Light Green,427,70,1,495,0.9979838709677419
colour_group_name,Light Blue,graphical_appearance_name,Front print,368,129,1,495,0.9979838709677419
product_type_name,Gloves,graphical_appearance_name,Solid,20,7935,16,7923,0.9979846328252928
section_name,Kids Outerwear,graphical_appearance_name,Solid,20,7935,16,7923,0.9979846328252928
department_name,Men Sport Woven,graphical_appearance_name,All over pattern,30,1462,3,1486,0.9979852249832102
department_name,UW,graphical_appearance_name,Solid,32,7935,16,7935,0.9979876745063514
department_name,Dress,colour_group_name,Light Red,490,8,1,496,0.9979879275653923
department_name,Blouse & Dress,graphical_appearance_name,Check,184,314,1,496,0.9979879275653923
section_name,Denim Men,colour_group_name,Greenish Khaki,117,381,1,496,0.9979879275653923
product_type_name,Pyjama set,graphical_appearance_name,Solid,74,7935,16,7977,0.997998248467409
section_name,Young Boy,graphical_appearance_name,Solid,91,7935,16,7994,0.9980024968789014
product_type_name,Hair/alice band,colour_group_name,Greenish Khaki,121,381,1,500,0.998003992015968
product_type_name,Shirt,graphical_appearance_name,Jacquard,432,70,1,500,0.998003992015968
section_name,Divided Projects,colour_group_name,Light Orange,301,201,1,500,0.998003992015968
colour_group_name,Blue,graphical_appearance_name,Contrast,455,47,1,500,0.998003992015968
department_name,Shorts & Skirts,graphical_appearance_name,All over pattern,46,1462,3,1502,0.9980066445182725
department_name,Jersey Fancy,product_type_name,Shorts,202,301,1,501,0.99800796812749
department_name,Skirts DS,colour_group_name,Light Pink,1,502,1,501,0.99800796812749
product_type_name,Leggings/Tights,colour_group_name,Dark Green,250,253,1,501,0.99800796812749
product_type_name,Jacket,graphical_appearance_name,Glittering/Metallic,427,76,1,501,0.99800796812749
product_type_name,Skirt,graphical_appearance_name,Contrast,456,47,1,501,0.99800796812749
section_name,Young Boy,colour_group_name,Off White,91,412,1,501,0.99800796812749
product_type_name,Wireless earphone case,colour_group_name,Light Pink,2,502,1,502,0.9980119284294234
section_name,Men Accessories,colour_group_name,Grey,80,424,1,502,0.9980119284294234
department_name,Ladies Sport Bras,colour_group_name,Dark Blue,204,805,2,1005,0.9980139026812314
department_name,Baby Exclusive,graphical_appearance_name,All over pattern,52,1462,3,1508,0.9980145598941098
product_type_name,Socks,colour_group_name,Dark Beige,328,177,1,503,0.998015873015873
product_type_name,Other accessories,graphical_appearance_name,Stripe,95,410,1,503,0.998015873015873
section_name,Divided Accessories,graphical_appearance_name,Check,191,314,1,503,0.998015873015873
department_name,Outwear,colour_group_name,White,205,1311,3,1510,0.9980171844018506
product_type_name,Hair string,graphical_appearance_name,All over pattern,55,1462,3,1511,0.9980184940554822
department_name,Underwear Jersey,product_type_name,Bra,60,446,1,504,0.998019801980198
department_name,Kids Girl S&T,colour_group_name,Light Pink,4,502,1,504,0.998019801980198
department_name,Woven Occasion,colour_group_name,Light Pink,4,502,1,504,0.998019801980198
product_type_name,Mobile case,colour_group_name,Light Pink,4,502,1,504,0.998019801980198
product_type_name,Skirt,colour_group_name,Purple,456,50,1,504,0.998019801980198
product_type_name,Tailored Waistcoat,colour_group_name,Light Pink,4,502,1,504,0.998019801980198
department_name,Basic 1,colour_group_name,Dark Pink,399,108,1,505,0.9980237154150198
department_name,Limited Edition,colour_group_name,Light Pink,5,502,1,505,0.9980237154150198
colour_group_name,Off White,graphical_appearance_name,Colour blocking,412,95,1,505,0.9980237154150198
department_name,Take Care External,colour_group_name,Light Pink,6,502,1,506,0.9980276134122288
department_name,Tops woven DS,colour_group_name,Light Pink,6,502,1,506,0.9980276134122288
product_type_name,Boots,colour_group_name,Greenish Khaki,127,381,1,506,0.9980276134122288
product_type_name,Tie,colour_group_name,Light Pink,6,502,1,506,0.9980276134122288
department_name,Girls Small Acc/Bags,colour_group_name,Light Pink,7,502,1,507,0.9980314960629921
section_name,Collaborations,colour_group_name,Light Pink,7,502,1,507,0.9980314960629921
department_name,Projects Dresses,colour_group_name,Grey,86,424,1,508,0.9980353634577603
department_name,Tops Knitwear,graphical_appearance_name,Check,196,314,1,508,0.9980353634577603
section_name,Men Underwear,graphical_appearance_name,Other pattern,489,21,1,508,0.9980353634577603
colour_group_name,Blue,graphical_appearance_name,Application/3D,455,55,1,508,0.9980353634577603
section_name,Womens Tailoring,colour_group_name,Yellow,866,155,2,1017,0.9980372914622179
department_name,Heels,graphical_appearance_name,All over pattern,70,1462,3,1526,0.9980379332897319
department_name,Functional Lingerie,colour_group_name,Grey,87,424,1,509,0.9980392156862745
department_name,Jersey Fancy DS,colour_group_name,Light Pink,9,502,1,509,0.9980392156862745
department_name,Tops Girls,colour_group_name,Light Pink,9,502,1,509,0.9980392156862745
department_name,Dress,graphical_appearance_name,Other pattern,490,21,1,509,0.9980392156862745
product_type_name,Sweater,colour_group_name,Blue,1081,455,3,1530,0.9980430528375733
product_type_name,Skirt,colour_group_name,Dark Yellow,456,56,1,510,0.9980430528375733
product_type_name,Slippers,colour_group_name,Light Pink,10,502,1,510,0.9980430528375733
department_name,Baby Shoes,colour_group_name,Light Pink,11,502,1,511,0.998046875
product_type_name,Belt,colour_group_name,Dark Grey,112,401,1,511,0.998046875
product_type_name,Umbrella,colour_group_name,Light Pink,11,502,1,511,0.998046875
section_name,Kids Sports,colour_group_name,Light Pink,11,502,1,511,0.998046875
section_name,"Womens Nightwear, Socks & Tigh",colour_group_name,Dark Turquoise,476,37,1,511,0.998046875
colour_group_name,Light Pink,graphical_appearance_name,Transparent,502,11,1,511,0.998046875
department_name,Tights basic,colour_group_name,Dark Grey,113,401,1,512,0.9980506822612085
section_name,Baby Girl,colour_group_name,Blue,59,455,1,512,0.9980506822612085
department_name,Belts,colour_group_name,Grey,91,424,1,513,0.9980544747081712
department_name,Boots,colour_group_name,Grey,91,424,1,513,0.9980544747081712
department_name,Denim Other Garments,colour_group_name,Grey,91,424,1,513,0.9980544747081712
department_name,Trousers DS,colour_group_name,Light Pink,13,502,1,513,0.9980544747081712
section_name,Divided Collection,colour_group_name,Dark Orange,1421,126,3,1541,0.9980569948186528
department_name,Skirts,graphical_appearance_name,Stripe,107,410,1,515,0.998062015503876
department_name,Boots,graphical_appearance_name,All over pattern,91,1462,3,1547,0.9980645161290322
department_name,Baby Girl Woven,graphical_appearance_name,Denim,16,1020,2,1032,0.9980657640232108
product_type_name,Bracelet,colour_group_name,Light Pink,16,502,1,516,0.9980657640232108
section_name,Kids & Baby Shoes,colour_group_name,Light Pink,16,502,1,516,0.9980657640232108
department_name,Small Accessories Extended,colour_group_name,Light Pink,17,502,1,517,0.9980694980694981
product_type_name,Other accessories,colour_group_name,Grey,95,424,1,517,0.9980694980694981
section_name,"Womens Nightwear, Socks & Tigh",colour_group_name,Dark Purple,476,43,1,517,0.9980694980694981
section_name,Womens Premium,colour_group_name,Greenish Khaki,138,381,1,517,0.9980694980694981
department_name,Dresses DS,graphical_appearance_name,Denim,20,1020,2,1036,0.9980732177263969
department_name,Jersey Basic,colour_group_name,Yellow,365,155,1,518,0.9980732177263969
department_name,AK Dresses & Outdoor,colour_group_name,Light Pink,19,502,1,519,0.9980769230769231
department_name,Dresses DS,colour_group_name,Light Pink,20,502,1,520,0.9980806142034548
product_type_name,Bra,graphical_appearance_name,Glittering/Metallic,446,76,1,520,0.9980806142034548
department_name,Baby Girl Jersey Fancy,graphical_appearance_name,Denim,26,1020,2,1042,0.9980842911877394
section_name,Special Collections,colour_group_name,Light Pink,21,502,1,521,0.9980842911877394
colour_group_name,Light Pink,graphical_appearance_name,Other pattern,502,21,1,521,0.9980842911877394
product_type_name,Jacket,section_name,Womens Everyday Collection,427,1668,4,2087,0.9980870396939263
section_name,Womens Everyday Basics,colour_group_name,Yellow,371,155,1,524,0.9980952380952381
section_name,Womens Shoes,colour_group_name,Light Grey,324,202,1,524,0.9980952380952381
colour_group_name,Light Pink,graphical_appearance_name,Mesh,502,24,1,524,0.9980952380952381
product_type_name,Skirt,section_name,Divided Selected,456,71,1,525,0.9980988593155894
product_type_name,Pyjama set,colour_group_name,Blue,74,455,1,527,0.9981060606060606
colour_group_name,Light Purple,graphical_appearance_name,Stripe,119,410,1,527,0.9981060606060606
product_type_name,Boots,graphical_appearance_name,All over pattern,127,1462,3,1583,0.998108448928121
product_type_name,Flat shoe,graphical_appearance_name,Solid,15,7935,15,7920,0.998109640831758
product_type_name,Ballerinas,colour_group_name,Light Pink,28,502,1,528,0.998109640831758
product_type_name,Outdoor Waistcoat,graphical_appearance_name,Solid,17,7935,15,7922,0.9981101171727353
product_type_name,Hat/brim,graphical_appearance_name,Solid,18,7935,15,7923,0.9981103552532123
department_name,Jacket Casual,graphical_appearance_name,Solid,22,7935,15,7927,0.9981113069755729
department_name,AK Bottoms,graphical_appearance_name,Solid,25,7935,15,7930,0.9981120201384519
department_name,Men Sport Tops,graphical_appearance_name,Solid,28,7935,15,7933,0.9981127327629592
department_name,Loungewear,graphical_appearance_name,All over pattern,131,1462,3,1587,0.9981132075471698
section_name,"Womens Nightwear, Socks & Tigh",colour_group_name,Greyish Beige,476,55,1,529,0.9981132075471698
department_name,Young Girl Jersey Basic,colour_group_name,Light Pink,30,502,1,530,0.9981167608286252
department_name,Dress,colour_group_name,Dark Purple,490,43,1,531,0.9981203007518797
section_name,Contemporary Smart,colour_group_name,Pink,246,287,1,531,0.9981203007518797
product_type_name,Jacket,colour_group_name,Dark Pink,427,108,1,533,0.99812734082397
product_type_name,Belt,colour_group_name,Grey,112,424,1,534,0.9981308411214953
department_name,Dress,graphical_appearance_name,Contrast,490,47,1,535,0.9981343283582089
product_type_name,Bag,colour_group_name,Off White,125,412,1,535,0.9981343283582089
product_type_name,Dress,colour_group_name,Light Red,1604,8,3,1606,0.9981354878806712
product_type_name,Jacket,colour_group_name,Light Yellow,427,111,1,536,0.9981378026070763
department_name,Jersey/Knitwear Premium,product_type_name,Skirt,83,456,1,537,0.9981412639405205
section_name,Womens Premium,colour_group_name,Dark Grey,138,401,1,537,0.9981412639405205
department_name,Asia Assortment,product_type_name,Dress,16,1604,3,1614,0.9981447124304267
product_type_name,Bodysuit,colour_group_name,Blue,86,455,1,539,0.9981481481481481
product_type_name,Bra,graphical_appearance_name,Colour blocking,446,95,1,539,0.9981481481481481
department_name,Young Boy Knitwear,product_type_name,Sweater,2,1081,2,1079,0.9981498612395929
product_type_name,Dress,section_name,Special Collections,1604,21,3,1619,0.9981504315659679
department_name,Bags,colour_group_name,Off White,131,412,1,541,0.9981549815498155
product_type_name,Shirt,colour_group_name,Light Yellow,432,111,1,541,0.9981549815498155
product_type_name,Dress,colour_group_name,Other Pink,1604,26,3,1624,0.9981561155500922
department_name,Price Items,product_type_name,Sweater,7,1081,2,1084,0.998158379373849
product_type_name,Underwear bottom,colour_group_name,Light Purple,425,119,1,542,0.998158379373849
section_name,Men Underwear,colour_group_name,Greyish Beige,489,55,1,542,0.998158379373849
section_name,Men Suits & Tailoring,colour_group_name,Off White,133,412,1,543,0.9981617647058824
department_name,Dress,colour_group_name,Dark Yellow,490,56,1,544,0.998165137614679
department_name,Outdoor/Blazers,colour_group_name,Off White,134,412,1,544,0.998165137614679
section_name,Divided Basics,colour_group_name,Dark Pink,438,108,1,544,0.998165137614679
product_type_name,Sweater,colour_group_name,Other Green,1081,12,2,1089,0.998166819431714
department_name,Kids Girl Jersey Basic,product_type_name,Sweater,13,1081,2,1090,0.9981684981684982
product_type_name,Jacket,colour_group_name,Orange,427,120,1,545,0.9981684981684982
colour_group_name,Light Pink,graphical_appearance_name,Metallic,502,45,1,545,0.9981684981684982
department_name,Shorts & Skirts,colour_group_name,Light Pink,46,502,1,546,0.9981718464351006
section_name,Womens Casual,colour_group_name,Light Red,540,8,1,546,0.9981718464351006
section_name,"Womens Swimwear, beachwear",colour_group_name,Dark Turquoise,511,37,1,546,0.9981718464351006
section_name,Womens Casual,graphical_appearance_name,Chambray,540,8,1,546,0.9981718464351006
department_name,Men Sport Bottoms,colour_group_name,Black,11,3826,7,3823,0.9981723237597911
department_name,Jacket Street,colour_group_name,Black,13,3826,7,3825,0.9981732776617954
product_type_name,Beanie,colour_group_name,Black,16,3826,7,3828,0.9981747066492829
product_type_name,Bag,colour_group_name,Grey,125,424,1,547,0.9981751824817519
product_type_name,Ring,colour_group_name,Light Pink,47,502,1,547,0.9981751824817519
section_name,Ladies Denim,colour_group_name,Yellow,394,155,1,547,0.9981751824817519
product_type_name,Sweater,colour_group_name,Other Yellow,1081,18,2,1095,0.9981768459434822
product_type_name,Wedge,colour_group_name,Black,21,3826,7,3833,0.9981770833333333
department_name,Jacket Casual,colour_group_name,Black,22,3826,7,3834,0.998177557927623
department_name,Ladies Sport Bottoms,product_type_name,Skirt,94,456,1,548,0.9981785063752276
product_type_name,Sweater,section_name,Special Collections,1081,21,2,1098,0.9981818181818182
department_name,Sneakers,colour_group_name,Light Pink,49,502,1,549,0.9981818181818182
department_name,Woven top,colour_group_name,Blue,96,455,1,549,0.9981818181818182
product_type_name,Boots,colour_group_name,Grey,127,424,1,549,0.9981818181818182
product_type_name,Skirt,graphical_appearance_name,Colour blocking,456,95,1,549,0.9981818181818182
department_name,Baby Exclusive,product_type_name,Dress,52,1604,3,1650,0.9981851179673321
department_name,Kids Boy Jersey Basic,product_type_name,Sweater,23,1081,2,1100,0.9981851179673321
product_type_name,Shirt,colour_group_name,Orange,432,120,1,550,0.9981851179673321
section_name,Contemporary Street,graphical_appearance_name,Stripe,142,410,1,550,0.9981851179673321
section_name,Womens Casual,graphical_appearance_name,Slub,540,12,1,550,0.9981851179673321
section_name,Womens Trend,graphical_appearance_name,Front print,423,129,1,550,0.9981851179673321
product_type_name,Vest top,section_name,Contemporary Street,411,142,1,551,0.9981884057971014
department_name,Shorts & Skirts,colour_group_name,Black,46,3826,7,3858,0.9981888745148771
department_name,Baby Girl Jersey Fancy,product_type_name,Sweater,26,1081,2,1103,0.9981900452488688
department_name,Basic 1,colour_group_name,Yellow,399,155,1,552,0.9981916817359855
product_type_name,Hat/beanie,colour_group_name,Light Pink,52,502,1,552,0.9981916817359855
product_type_name,Underwear bottom,graphical_appearance_name,Front print,425,129,1,552,0.9981916817359855
section_name,Contemporary Street,colour_group_name,Off White,142,412,1,552,0.9981916817359855
colour_group_name,Greenish Khaki,graphical_appearance_name,Lace,381,173,1,552,0.9981916817359855
department_name,Bags,colour_group_name,Grey,131,424,1,553,0.9981949458483754
department_name,Men Sport Woven,product_type_name,Sweater,30,1081,2,1107,0.9981965734896303
department_name,Scarves,colour_group_name,Black,65,3826,7,3877,0.9981977342945417
product_type_name,Shorts,colour_group_name,Yellowish Brown,301,256,1,555,0.9982014388489209
section_name,Contemporary Casual,colour_group_name,Off White,145,412,1,555,0.9982014388489209
department_name,Woven top,graphical_appearance_name,Denim,96,1020,2,1112,0.9982046678635548
department_name,Outdoor/Blazers,colour_group_name,Grey,134,424,1,556,0.9982046678635548
product_type_name,Skirt,section_name,Young Girl,456,102,1,556,0.9982046678635548
product_type_name,Shirt,colour_group_name,Dark Orange,432,126,1,556,0.9982046678635548
section_name,Divided Asia keys,colour_group_name,Light Pink,56,502,1,556,0.9982046678635548
section_name,Divided Accessories,colour_group_name,Light Blue,191,368,1,557,0.9982078853046595
section_name,Men Underwear,graphical_appearance_name,Jacquard,489,70,1,557,0.9982078853046595
product_type_name,Sweater,colour_group_name,Turquoise,1081,39,2,1116,0.998211091234347
department_name,Dress,colour_group_name,Light Green,490,70,1,558,0.998211091234347
product_type_name,Cardigan,colour_group_name,Light Blue,192,368,1,558,0.998211091234347
department_name,Underwear Jersey,colour_group_name,Light Pink,60,502,1,560,0.9982174688057041
product_type_name,Sneakers,colour_group_name,Light Pink,60,502,1,560,0.9982174688057041
product_type_name,Sweater,graphical_appearance_name,Metallic,1081,45,2,1122,0.998220640569395
section_name,Womens Small accessories,colour_group_name,Grey,702,424,2,1122,0.998220640569395
department_name,Swimwear,colour_group_name,Dark Turquoise,526,37,1,561,0.998220640569395
department_name,Blouse & Dress,colour_group_name,Greenish Khaki,184,381,1,563,0.99822695035461
department_name,Knitwear,colour_group_name,Other Pink,540,26,1,564,0.9982300884955753
section_name,"Womens Swimwear, beachwear",graphical_appearance_name,Application/3D,511,55,1,564,0.9982300884955753
section_name,H&M+,colour_group_name,Light Orange,366,201,1,565,0.9982332155477032
product_type_name,Sweater,graphical_appearance_name,Treatment,1081,54,2,1131,0.9982347749338041
department_name,Kids Boy Jersey Basic,graphical_appearance_name,Solid,23,7935,14,7930,0.9982376636455186
department_name,Skirt,graphical_appearance_name,Stripe,159,410,1,567,0.9982394366197183
section_name,"Womens Nightwear, Socks & Tigh",graphical_appearance_name,Colour blocking,476,95,1,569,0.9982456140350877
product_type_name,Jacket,section_name,Contemporary Casual,427,145,1,570,0.9982486865148862
section_name,Kids Boy,graphical_appearance_name,Solid,77,7935,14,7984,0.9982495623905977
section_name,Womens Everyday Collection,graphical_appearance_name,Application/3D,1668,55,3,1717,0.9982558139534884
section_name,Womens Everyday Collection,colour_group_name,Dark Yellow,1668,56,3,1718,0.9982568274259151
department_name,Suit jacket,colour_group_name,Light Pink,73,502,1,573,0.9982578397212544
colour_group_name,Green,graphical_appearance_name,Denim,133,1020,2,1149,0.998262380538662
product_type_name,Dress,graphical_appearance_name,Front print,1604,129,3,1727,0.9982658959537573
